Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
49	Rtr11	combined	Drop	0	0	0	0
49	BTR1	combined	Drop	0	0	0	0
49	BTR2	combined	Drop	22	0	0	0
49	BTR3	combined	Drop	18	0	0	0
49	BTR32	combined	Drop	364	12	433	14.7998
49	BTR4	combined	Drop	0	0	0	0
49	BTR42	combined	Drop	46	1	0	0
49	BTP1	combined	Drop	0	0	0	0
49	BTP2	combined	Drop	11	12	0	0
49	BTP3	combined	Drop	26	28	0	0
49	BTP4	combined	Drop	0	0	0	0
49	BTP32	combined	Drop	50	54	61	64.9912
49	BTP42	combined	Drop	11	12	0	0
49	Cons1	combined	Drop	0	0	0	0
49	Cons2	combined	Drop	0	0	0	0
49	Prod11	combined	Drop	0	0	0	0
49	Prod12	combined	Drop	0	0	0	0
49	Prod21	combined	Drop	0	0	0	0
49	Prod22	combined	Drop	0	0	0	0
50	Rtr1	combined	Drop	0	0	0	0
50	Rtr2	combined	Drop	0	0	0	0
50	Rtr3	combined	Drop	0	0	0	0
50	Rtr4	combined	Drop	0	0	0	0
50	Rtr5	combined	Drop	0	0	0	0
50	Rtr6	combined	Drop	0	0	0	0
50	Rtr7	combined	Drop	0	0	0	0
50	Rtr8	combined	Drop	0	0	0	0
50	Rtr9	combined	Drop	0	0	0	0
50	Rtr10	combined	Drop	0	0	0	0
50	Rtr11	combined	Drop	0	0	0	0
50	BTR1	combined	Drop	0	0	0	0
50	BTR2	combined	Drop	30	0	33	1.0957
50	BTR3	combined	Drop	59	1	70	2.32422
50	BTR32	combined	Drop	72	2	0	0
50	BTR4	combined	Drop	0	0	0	0
50	BTR42	combined	Drop	152	5	179	6.11816
50	BTP1	combined	Drop	0	0	0	0
50	BTP2	combined	Drop	54	57	65	69.1895
50	BTP3	combined	Drop	76	81	89	94.7363
50	BTP4	combined	Drop	0	0	0	0
50	BTP32	combined	Drop	9	10	0	0
50	BTP42	combined	Drop	49	52	59	62.8604
50	Cons1	combined	Drop	0	0	0	0
50	Cons2	combined	Drop	0	0	0	0
50	Prod11	combined	Drop	0	0	0	0
50	Prod12	combined	Drop	0	0	0	0
50	Prod21	combined	Drop	0	0	0	0
50	Prod22	combined	Drop	0	0	0	0
51	Rtr1	combined	Drop	0	0	0	0
51	Rtr2	combined	Drop	0	0	0	0
51	Rtr3	combined	Drop	0	0	0	0
51	Rtr4	combined	Drop	0	0	0	0
51	Rtr5	combined	Drop	0	0	0	0
51	Rtr6	combined	Drop	0	0	0	0
51	Rtr7	combined	Drop	0	0	0	0
51	Rtr8	combined	Drop	0	0	0	0
51	Rtr9	combined	Drop	0	0	0	0
51	Rtr10	combined	Drop	0	0	0	0
51	Rtr11	combined	Drop	0	0	0	0
51	BTR1	combined	Drop	0	0	0	0
51	BTR2	combined	Drop	5	0	0	0
51	BTR3	combined	Drop	11	0	0	0
51	BTR32	combined	Drop	304	10	363	12.4072
51	BTR4	combined	Drop	0	0	0	0
51	BTR42	combined	Drop	30	0	0	0
51	BTP1	combined	Drop	0	0	0	0
51	BTP2	combined	Drop	10	11	0	0
51	BTP3	combined	Drop	15	16	0	0
51	BTP4	combined	Drop	0	0	0	0
51	BTP32	combined	Drop	21	23	25	26.6357
51	BTP42	combined	Drop	9	10	0	0
51	Cons1	combined	Drop	0	0	0	0
51	Cons2	combined	Drop	0	0	0	0
51	Prod11	combined	Drop	0	0	0	0
51	Prod12	combined	Drop	0	0	0	0
51	Prod21	combined	Drop	0	0	0	0
51	Prod22	combined	Drop	0	0	0	0
52	Rtr1	combined	Drop	0	0	0	0
52	Rtr2	combined	Drop	0	0	0	0
52	Rtr3	combined	Drop	0	0	0	0
52	Rtr4	combined	Drop	0	0	0	0
52	Rtr5	combined	Drop	0	0	0	0
52	Rtr6	combined	Drop	0	0	0	0
52	Rtr7	combined	Drop	0	0	0	0
52	Rtr8	combined	Drop	0	0	0	0
52	Rtr9	combined	Drop	0	0	0	0
52	Rtr10	combined	Drop	0	0	0	0
52	Rtr11	combined	Drop	0	0	0	0
52	BTR1	combined	Drop	0	0	0	0
52	BTR2	combined	Drop	0	0	0	0
52	BTR3	combined	Drop	7	0	6	0.199219
52	BTR32	combined	Drop	60	1	0	0
52	BTR4	combined	Drop	0	0	0	0
52	BTR42	combined	Drop	68	2	78	2.66602
52	BTP1	combined	Drop	0	0	0	0
52	BTP2	combined	Drop	1	2	0	0
52	BTP3	combined	Drop	40	43	47	50.0293
52	BTP4	combined	Drop	0	0	0	0
52	BTP32	combined	Drop	4	4	0	0
52	BTP42	combined	Drop	42	45	51	54.3369
52	Cons1	combined	Drop	0	0	0	0
52	Cons2	combined	Drop	0	0	0	0
52	Prod11	combined	Drop	0	0	0	0
52	Prod12	combined	Drop	0	0	0	0
52	Prod21	combined	Drop	0	0	0	0
52	Prod22	combined	Drop	0	0	0	0
53	Rtr1	combined	Drop	0	0	0	0
53	Rtr2	combined	Drop	0	0	0	0
53	Rtr3	combined	Drop	0	0	0	0
53	Rtr4	combined	Drop	0	0	0	0
53	Rtr5	combined	Drop	0	0	0	0
53	Rtr6	combined	Drop	0	0	0	0
53	Rtr7	combined	Drop	0	0	0	0
53	Rtr8	combined	Drop	0	0	0	0
53	Rtr9	combined	Drop	0	0	0	0
53	Rtr10	combined	Drop	0	0	0	0
53	Rtr11	combined	Drop	0	0	0	0
53	BTR1	combined	Drop	0	0	0	0
53	BTR2	combined	Drop	0	0	0	0
53	BTR3	combined	Drop	1	0	0	0
53	BTR32	combined	Drop	221	7	262	8.95508
53	BTR4	combined	Drop	0	0	0	0
53	BTR42	combined	Drop	13	0	0	0
53	BTP1	combined	Drop	0	0	0	0
53	BTP2	combined	Drop	0	0	0	0
53	BTP3	combined	Drop	7	8	0	0
53	BTP4	combined	Drop	0	0	0	0
53	BTP32	combined	Drop	16	17	20	21.3086
53	BTP42	combined	Drop	8	8	0	0
53	Cons1	combined	Drop	0	0	0	0
53	Cons2	combined	Drop	0	0	0	0
53	Prod11	combined	Drop	0	0	0	0
53	Prod12	combined	Drop	0	0	0	0
53	Prod21	combined	Drop	0	0	0	0
53	Prod22	combined	Drop	0	0	0	0
54	Rtr1	combined	Drop	0	0	0	0
54	Rtr2	combined	Drop	0	0	0	0
54	Rtr3	combined	Drop	0	0	0	0
54	Rtr4	combined	Drop	0	0	0	0
54	Rtr5	combined	Drop	0	0	0	0
54	Rtr6	combined	Drop	0	0	0	0
54	Rtr7	combined	Drop	0	0	0	0
54	Rtr8	combined	Drop	0	0	0	0
54	Rtr9	combined	Drop	0	0	0	0
54	Rtr10	combined	Drop	0	0	0	0
54	Rtr11	combined	Drop	0	0	0	0
54	BTR1	combined	Drop	0	0	0	0
54	BTR2	combined	Drop	0	0	0	0
54	BTR3	combined	Drop	0	0	0	0
54	BTR32	combined	Drop	44	1	0	0
54	BTR4	combined	Drop	0	0	0	0
54	BTR42	combined	Drop	2	0	0	0
54	BTP1	combined	Drop	0	0	0	0
54	BTP2	combined	Drop	0	0	0	0
54	BTP3	combined	Drop	1	1	0	0
54	BTP4	combined	Drop	0	0	0	0
54	BTP32	combined	Drop	3	3	0	0
54	BTP42	combined	Drop	17	18	20	21.3086
54	Cons1	combined	Drop	0	0	0	0
54	Cons2	combined	Drop	0	0	0	0
54	Prod11	combined	Drop	0	0	0	0
54	Prod12	combined	Drop	0	0	0	0
54	Prod21	combined	Drop	0	0	0	0
54	Prod22	combined	Drop	0	0	0	0
55	Rtr1	combined	Drop	0	0	0	0
55	Rtr2	combined	Drop	0	0	0	0
55	Rtr3	combined	Drop	0	0	0	0
55	Rtr4	combined	Drop	0	0	0	0
55	Rtr5	combined	Drop	0	0	0	0
55	Rtr6	combined	Drop	0	0	0	0
55	Rtr7	combined	Drop	0	0	0	0
55	Rtr8	combined	Drop	0	0	0	0
55	Rtr9	combined	Drop	0	0	0	0
55	Rtr10	combined	Drop	0	0	0	0
55	Rtr11	combined	Drop	0	0	0	0
55	BTR1	combined	Drop	0	0	0	0
55	BTR2	combined	Drop	0	0	0	0
55	BTR3	combined	Drop	0	0	0	0
55	BTR32	combined	Drop	137	4	161	5.50293
55	BTR4	combined	Drop	0	0	0	0
55	BTR42	combined	Drop	0	0	0	0
55	BTP1	combined	Drop	0	0	0	0
55	BTP2	combined	Drop	0	0	0	0
55	BTP3	combined	Drop	0	0	0	0
55	BTP4	combined	Drop	0	0	0	0
55	BTP32	combined	Drop	12	13	15	15.9814
55	BTP42	combined	Drop	3	3	0	0
55	Cons1	combined	Drop	0	0	0	0
55	Cons2	combined	Drop	0	0	0	0
55	Prod11	combined	Drop	0	0	0	0
55	Prod12	combined	Drop	0	0	0	0
55	Prod21	combined	Drop	0	0	0	0
55	Prod22	combined	Drop	0	0	0	0
56	Rtr1	combined	Drop	0	0	0	0
56	Rtr2	combined	Drop	0	0	0	0
56	Rtr3	combined	Drop	0	0	0	0
56	Rtr4	combined	Drop	0	0	0	0
56	Rtr5	combined	Drop	0	0	0	0
56	Rtr6	combined	Drop	0	0	0	0
56	Rtr7	combined	Drop	0	0	0	0
56	Rtr8	combined	Drop	0	0	0	0
56	Rtr9	combined	Drop	0	0	0	0
56	Rtr10	combined	Drop	0	0	0	0
56	Rtr11	combined	Drop	0	0	0	0
56	BTR1	combined	Drop	0	0	0	0
56	BTR2	combined	Drop	0	0	0	0
56	BTR3	combined	Drop	0	0	0	0
56	BTR32	combined	Drop	27	0	0	0
56	BTR4	combined	Drop	0	0	0	0
56	BTR42	combined	Drop	0	0	0	0
56	BTP1	combined	Drop	0	0	0	0
56	BTP2	combined	Drop	0	0	0	0
56	BTP3	combined	Drop	0	0	0	0
56	BTP4	combined	Drop	0	0	0	0
56	BTP32	combined	Drop	2	2	0	0
56	BTP42	combined	Drop	0	0	0	0
56	Cons1	combined	Drop	0	0	0	0
56	Cons2	combined	Drop	0	0	0	0
56	Prod11	combined	Drop	0	0	0	0
56	Prod12	combined	Drop	0	0	0	0
56	Prod21	combined	Drop	0	0	0	0
56	Prod22	combined	Drop	0	0	0	0
57	Rtr1	combined	Drop	0	0	0	0
57	Rtr2	combined	Drop	0	0	0	0
57	Rtr3	combined	Drop	0	0	0	0
57	Rtr4	combined	Drop	0	0	0	0
57	Rtr5	combined	Drop	0	0	0	0
57	Rtr6	combined	Drop	0	0	0	0
57	Rtr7	combined	Drop	0	0	0	0
57	Rtr8	combined	Drop	0	0	0	0
57	Rtr9	combined	Drop	0	0	0	0
57	Rtr10	combined	Drop	0	0	0	0
57	Rtr11	combined	Drop	0	0	0	0
57	BTR1	combined	Drop	0	0	0	0
57	BTR2	combined	Drop	0	0	0	0
57	BTR3	combined	Drop	0	0	0	0
57	BTR32	combined	Drop	53	1	60	2.05078
57	BTR4	combined	Drop	0	0	0	0
57	BTR42	combined	Drop	0	0	0	0
57	BTP1	combined	Drop	0	0	0	0
57	BTP2	combined	Drop	0	0	0	0
57	BTP3	combined	Drop	0	0	0	0
57	BTP4	combined	Drop	0	0	0	0
57	BTP32	combined	Drop	8	8	10	10.6543
57	BTP42	combined	Drop	0	0	0	0
57	Cons1	combined	Drop	0	0	0	0
57	Cons2	combined	Drop	0	0	0	0
57	Prod11	combined	Drop	0	0	0	0
57	Prod12	combined	Drop	0	0	0	0
57	Prod21	combined	Drop	0	0	0	0
57	Prod22	combined	Drop	0	0	0	0
58	Rtr1	combined	Drop	0	0	0	0
58	Rtr2	combined	Drop	0	0	0	0
58	Rtr3	combined	Drop	0	0	0	0
58	Rtr4	combined	Drop	0	0	0	0
58	Rtr5	combined	Drop	0	0	0	0
58	Rtr6	combined	Drop	0	0	0	0
58	Rtr7	combined	Drop	0	0	0	0
58	Rtr8	combined	Drop	0	0	0	0
58	Rtr9	combined	Drop	0	0	0	0
58	Rtr10	combined	Drop	0	0	0	0
58	Rtr11	combined	Drop	0	0	0	0
58	BTR1	combined	Drop	0	0	0	0
58	BTR2	combined	Drop	0	0	0	0
58	BTR3	combined	Drop	0	0	0	0
58	BTR32	combined	Drop	10	0	0	0
58	BTR4	combined	Drop	0	0	0	0
58	BTR42	combined	Drop	0	0	0	0
58	BTP1	combined	Drop	0	0	0	0
58	BTP2	combined	Drop	0	0	0	0
58	BTP3	combined	Drop	0	0	0	0
58	BTP4	combined	Drop	0	0	0	0
58	BTP32	combined	Drop	1	1	0	0
58	BTP42	combined	Drop	0	0	0	0
58	Cons1	combined	Drop	0	0	0	0
58	Cons2	combined	Drop	0	0	0	0
58	Prod11	combined	Drop	0	0	0	0
58	Prod12	combined	Drop	0	0	0	0
58	Prod21	combined	Drop	0	0	0	0
58	Prod22	combined	Drop	0	0	0	0
59	Rtr1	combined	Drop	0	0	0	0
59	Rtr2	combined	Drop	0	0	0	0
59	Rtr3	combined	Drop	0	0	0	0
59	Rtr4	combined	Drop	0	0	0	0
59	Rtr5	combined	Drop	0	0	0	0
59	Rtr6	combined	Drop	0	0	0	0
59	Rtr7	combined	Drop	0	0	0	0
59	Rtr8	combined	Drop	0	0	0	0
59	Rtr9	combined	Drop	0	0	0	0
59	Rtr10	combined	Drop	0	0	0	0
59	Rtr11	combined	Drop	0	0	0	0
59	BTR1	combined	Drop	0	0	0	0
59	BTR2	combined	Drop	0	0	0	0
59	BTR3	combined	Drop	0	0	0	0
59	BTR32	combined	Drop	1	0	0	0
59	BTR4	combined	Drop	0	0	0	0
59	BTR42	combined	Drop	0	0	0	0
59	BTP1	combined	Drop	0	0	0	0
59	BTP2	combined	Drop	0	0	0	0
59	BTP3	combined	Drop	0	0	0	0
59	BTP4	combined	Drop	0	0	0	0
59	BTP32	combined	Drop	0	0	0	0
59	BTP42	combined	Drop	0	0	0	0
59	Cons1	combined	Drop	0	0	0	0
59	Cons2	combined	Drop	0	0	0	0
59	Prod11	combined	Drop	0	0	0	0
59	Prod12	combined	Drop	0	0	0	0
59	Prod21	combined	Drop	0	0	0	0
59	Prod22	combined	Drop	0	0	0	0
60	Rtr1	combined	Drop	0	0	0	0
60	Rtr2	combined	Drop	0	0	0	0
60	Rtr3	combined	Drop	0	0	0	0
60	Rtr4	combined	Drop	0	0	0	0
60	Rtr5	combined	Drop	0	0	0	0
60	Rtr6	combined	Drop	0	0	0	0
60	Rtr7	combined	Drop	0	0	0	0
60	Rtr8	combined	Drop	0	0	0	0
60	Rtr9	combined	Drop	0	0	0	0
60	Rtr10	combined	Drop	0	0	0	0
60	Rtr11	combined	Drop	0	0	0	0
60	BTR1	combined	Drop	0	0	0	0
60	BTR2	combined	Drop	0	0	0	0
60	BTR3	combined	Drop	0	0	0	0
60	BTR32	combined	Drop	0	0	0	0
60	BTR4	combined	Drop	0	0	0	0
60	BTR42	combined	Drop	0	0	0	0
60	BTP1	combined	Drop	0	0	0	0
60	BTP2	combined	Drop	0	0	0	0
60	BTP3	combined	Drop	0	0	0	0
60	BTP4	combined	Drop	0	0	0	0
60	BTP32	combined	Drop	0	0	0	0
60	BTP42	combined	Drop	0	0	0	0
60	Cons1	combined	Drop	0	0	0	0
60	Cons2	combined	Drop	0	0	0	0
60	Prod11	combined	Drop	0	0	0	0
60	Prod12	combined	Drop	0	0	0	0
60	Prod21	combined	Drop	0	0	0	0
60	Prod22	combined	Drop	0	0	0	0
61	Rtr1	combined	Drop	0	0	0	0
61	Rtr2	combined	Drop	0	0	0	0
61	Rtr3	combined	Drop	0	0	0	0
61	Rtr4	combined	Drop	0	0	0	0
61	Rtr5	combined	Drop	0	0	0	0
61	Rtr6	combined	Drop	0	0	0	0
61	Rtr7	combined	Drop	0	0	0	0
61	Rtr8	combined	Drop	0	0	0	0
61	Rtr9	combined	Drop	0	0	0	0
61	Rtr10	combined	Drop	0	0	0	0
61	Rtr11	combined	Drop	0	0	0	0
61	BTR1	combined	Drop	0	0	0	0
61	BTR2	combined	Drop	0	0	0	0
61	BTR3	combined	Drop	0	0	0	0
61	BTR32	combined	Drop	0	0	0	0
61	BTR4	combined	Drop	0	0	0	0
61	BTR42	combined	Drop	0	0	0	0
61	BTP1	combined	Drop	0	0	0	0
61	BTP2	combined	Drop	0	0	0	0
61	BTP3	combined	Drop	0	0	0	0
61	BTP4	combined	Drop	0	0	0	0
61	BTP32	combined	Drop	0	0	0	0
61	BTP42	combined	Drop	0	0	0	0
61	Cons1	combined	Drop	0	0	0	0
61	Cons2	combined	Drop	0	0	0	0
61	Prod11	combined	Drop	0	0	0	0
61	Prod12	combined	Drop	0	0	0	0
61	Prod21	combined	Drop	0	0	0	0
61	Prod22	combined	Drop	0	0	0	0
62	Rtr1	combined	Drop	0	0	0	0
62	Rtr2	combined	Drop	0	0	0	0
62	Rtr3	combined	Drop	0	0	0	0
62	Rtr4	combined	Drop	0	0	0	0
62	Rtr5	combined	Drop	0	0	0	0
62	Rtr6	combined	Drop	0	0	0	0
62	Rtr7	combined	Drop	0	0	0	0
62	Rtr8	combined	Drop	0	0	0	0
62	Rtr9	combined	Drop	0	0	0	0
62	Rtr10	combined	Drop	0	0	0	0
62	Rtr11	combined	Drop	0	0	0	0
62	BTR1	combined	Drop	0	0	0	0
62	BTR2	combined	Drop	0	0	0	0
62	BTR3	combined	Drop	0	0	0	0
62	BTR32	combined	Drop	0	0	0	0
62	BTR4	combined	Drop	0	0	0	0
62	BTR42	combined	Drop	0	0	0	0
62	BTP1	combined	Drop	0	0	0	0
62	BTP2	combined	Drop	0	0	0	0
62	BTP3	combined	Drop	0	0	0	0
62	BTP4	combined	Drop	0	0	0	0
62	BTP32	combined	Drop	0	0	0	0
62	BTP42	combined	Drop	0	0	0	0
62	Cons1	combined	Drop	0	0	0	0
62	Cons2	combined	Drop	0	0	0	0
62	Prod11	combined	Drop	0	0	0	0
62	Prod12	combined	Drop	0	0	0	0
62	Prod21	combined	Drop	0	0	0	0
62	Prod22	combined	Drop	0	0	0	0
63	Rtr1	combined	Drop	0	0	0	0
63	Rtr2	combined	Drop	0	0	0	0
63	Rtr3	combined	Drop	0	0	0	0
63	Rtr4	combined	Drop	0	0	0	0
63	Rtr5	combined	Drop	0	0	0	0
63	Rtr6	combined	Drop	0	0	0	0
63	Rtr7	combined	Drop	0	0	0	0
63	Rtr8	combined	Drop	0	0	0	0
63	Rtr9	combined	Drop	0	0	0	0
63	Rtr10	combined	Drop	0	0	0	0
63	Rtr11	combined	Drop	0	0	0	0
63	BTR1	combined	Drop	0	0	0	0
63	BTR2	combined	Drop	0	0	0	0
63	BTR3	combined	Drop	0	0	0	0
63	BTR32	combined	Drop	0	0	0	0
63	BTR4	combined	Drop	0	0	0	0
63	BTR42	combined	Drop	0	0	0	0
63	BTP1	combined	Drop	0	0	0	0
63	BTP2	combined	Drop	0	0	0	0
63	BTP3	combined	Drop	0	0	0	0
63	BTP4	combined	Drop	0	0	0	0
63	BTP32	combined	Drop	0	0	0	0
63	BTP42	combined	Drop	0	0	0	0
63	Cons1	combined	Drop	0	0	0	0
63	Cons2	combined	Drop	0	0	0	0
63	Prod11	combined	Drop	0	0	0	0
63	Prod12	combined	Drop	0	0	0	0
63	Prod21	combined	Drop	0	0	0	0
63	Prod22	combined	Drop	0	0	0	0
64	Rtr1	combined	Drop	0	0	0	0
64	Rtr2	combined	Drop	0	0	0	0
64	Rtr3	combined	Drop	0	0	0	0
64	Rtr4	combined	Drop	0	0	0	0
64	Rtr5	combined	Drop	0	0	0	0
64	Rtr6	combined	Drop	0	0	0	0
64	Rtr7	combined	Drop	0	0	0	0
64	Rtr8	combined	Drop	0	0	0	0
64	Rtr9	combined	Drop	0	0	0	0
64	Rtr10	combined	Drop	0	0	0	0
64	Rtr11	combined	Drop	0	0	0	0
64	BTR1	combined	Drop	0	0	0	0
64	BTR2	combined	Drop	0	0	0	0
64	BTR3	combined	Drop	0	0	0	0
64	BTR32	combined	Drop	0	0	0	0
64	BTR4	combined	Drop	0	0	0	0
64	BTR42	combined	Drop	0	0	0	0
64	BTP1	combined	Drop	0	0	0	0
64	BTP2	combined	Drop	0	0	0	0
64	BTP3	combined	Drop	0	0	0	0
64	BTP4	combined	Drop	0	0	0	0
64	BTP32	combined	Drop	0	0	0	0
64	BTP42	combined	Drop	0	0	0	0
64	Cons1	combined	Drop	0	0	0	0
64	Cons2	combined	Drop	0	0	0	0
64	Prod11	combined	Drop	0	0	0	0
64	Prod12	combined	Drop	0	0	0	0
64	Prod21	combined	Drop	0	0	0	0
64	Prod22	combined	Drop	0	0	0	0
65	Rtr1	combined	Drop	0	0	0	0
65	Rtr2	combined	Drop	0	0	0	0
65	Rtr3	combined	Drop	0	0	0	0
65	Rtr4	combined	Drop	0	0	0	0
65	Rtr5	combined	Drop	0	0	0	0
65	Rtr6	combined	Drop	0	0	0	0
65	Rtr7	combined	Drop	0	0	0	0
65	Rtr8	combined	Drop	0	0	0	0
65	Rtr9	combined	Drop	0	0	0	0
65	Rtr10	combined	Drop	0	0	0	0
65	Rtr11	combined	Drop	0	0	0	0
65	BTR1	combined	Drop	0	0	0	0
65	BTR2	combined	Drop	0	0	0	0
65	BTR3	combined	Drop	0	0	0	0
65	BTR32	combined	Drop	0	0	0	0
65	BTR4	combined	Drop	0	0	0	0
65	BTR42	combined	Drop	0	0	0	0
65	BTP1	combined	Drop	0	0	0	0
65	BTP2	combined	Drop	0	0	0	0
65	BTP3	combined	Drop	0	0	0	0
65	BTP4	combined	Drop	0	0	0	0
65	BTP32	combined	Drop	0	0	0	0
65	BTP42	combined	Drop	0	0	0	0
65	Cons1	combined	Drop	0	0	0	0
65	Cons2	combined	Drop	0	0	0	0
65	Prod11	combined	Drop	0	0	0	0
65	Prod12	combined	Drop	0	0	0	0
65	Prod21	combined	Drop	0	0	0	0
65	Prod22	combined	Drop	0	0	0	0
66	Rtr1	combined	Drop	0	0	0	0
66	Rtr2	combined	Drop	0	0	0	0
66	Rtr3	combined	Drop	0	0	0	0
66	Rtr4	combined	Drop	0	0	0	0
66	Rtr5	combined	Drop	0	0	0	0
66	Rtr6	combined	Drop	0	0	0	0
66	Rtr7	combined	Drop	0	0	0	0
66	Rtr8	combined	Drop	0	0	0	0
66	Rtr9	combined	Drop	0	0	0	0
66	Rtr10	combined	Drop	0	0	0	0
66	Rtr11	combined	Drop	0	0	0	0
66	BTR1	combined	Drop	0	0	0	0
66	BTR2	combined	Drop	0	0	0	0
66	BTR3	combined	Drop	0	0	0	0
66	BTR32	combined	Drop	0	0	0	0
66	BTR4	combined	Drop	0	0	0	0
66	BTR42	combined	Drop	0	0	0	0
66	BTP1	combined	Drop	0	0	0	0
66	BTP2	combined	Drop	0	0	0	0
66	BTP3	combined	Drop	0	0	0	0
66	BTP4	combined	Drop	0	0	0	0
66	BTP32	combined	Drop	0	0	0	0
66	BTP42	combined	Drop	0	0	0	0
66	Cons1	combined	Drop	0	0	0	0
66	Cons2	combined	Drop	0	0	0	0
66	Prod11	combined	Drop	0	0	0	0
66	Prod12	combined	Drop	0	0	0	0
66	Prod21	combined	Drop	0	0	0	0
66	Prod22	combined	Drop	0	0	0	0
67	Rtr1	combined	Drop	0	0	0	0
67	Rtr2	combined	Drop	0	0	0	0
67	Rtr3	combined	Drop	0	0	0	0
67	Rtr4	combined	Drop	0	0	0	0
67	Rtr5	combined	Drop	0	0	0	0
67	Rtr6	combined	Drop	0	0	0	0
67	Rtr7	combined	Drop	0	0	0	0
67	Rtr8	combined	Drop	0	0	0	0
67	Rtr9	combined	Drop	0	0	0	0
67	Rtr10	combined	Drop	0	0	0	0
67	Rtr11	combined	Drop	0	0	0	0
67	BTR1	combined	Drop	0	0	0	0
67	BTR2	combined	Drop	0	0	0	0
67	BTR3	combined	Drop	0	0	0	0
67	BTR32	combined	Drop	0	0	0	0
67	BTR4	combined	Drop	0	0	0	0
67	BTR42	combined	Drop	0	0	0	0
67	BTP1	combined	Drop	0	0	0	0
67	BTP2	combined	Drop	0	0	0	0
67	BTP3	combined	Drop	0	0	0	0
67	BTP4	combined	Drop	0	0	0	0
67	BTP32	combined	Drop	0	0	0	0
67	BTP42	combined	Drop	0	0	0	0
67	Cons1	combined	Drop	0	0	0	0
67	Cons2	combined	Drop	0	0	0	0
67	Prod11	combined	Drop	0	0	0	0
67	Prod12	combined	Drop	0	0	0	0
67	Prod21	combined	Drop	0	0	0	0
67	Prod22	combined	Drop	0	0	0	0
68	Rtr1	combined	Drop	0	0	0	0
68	Rtr2	combined	Drop	0	0	0	0
68	Rtr3	combined	Drop	0	0	0	0
68	Rtr4	combined	Drop	0	0	0	0
68	Rtr5	combined	Drop	0	0	0	0
68	Rtr6	combined	Drop	0	0	0	0
68	Rtr7	combined	Drop	0	0	0	0
68	Rtr8	combined	Drop	0	0	0	0
68	Rtr9	combined	Drop	0	0	0	0
68	Rtr10	combined	Drop	0	0	0	0
68	Rtr11	combined	Drop	0	0	0	0
68	BTR1	combined	Drop	0	0	0	0
68	BTR2	combined	Drop	0	0	0	0
68	BTR3	combined	Drop	0	0	0	0
68	BTR32	combined	Drop	0	0	0	0
68	BTR4	combined	Drop	0	0	0	0
68	BTR42	combined	Drop	0	0	0	0
68	BTP1	combined	Drop	0	0	0	0
68	BTP2	combined	Drop	0	0	0	0
68	BTP3	combined	Drop	0	0	0	0
68	BTP4	combined	Drop	0	0	0	0
68	BTP32	combined	Drop	0	0	0	0
68	BTP42	combined	Drop	0	0	0	0
68	Cons1	combined	Drop	0	0	0	0
68	Cons2	combined	Drop	0	0	0	0
68	Prod11	combined	Drop	0	0	0	0
68	Prod12	combined	Drop	0	0	0	0
68	Prod21	combined	Drop	0	0	0	0
68	Prod22	combined	Drop	0	0	0	0
69	Rtr1	combined	Drop	0	0	0	0
69	Rtr2	combined	Drop	0	0	0	0
69	Rtr3	combined	Drop	0	0	0	0
69	Rtr4	combined	Drop	0	0	0	0
69	Rtr5	combined	Drop	0	0	0	0
69	Rtr6	combined	Drop	0	0	0	0
69	Rtr7	combined	Drop	0	0	0	0
69	Rtr8	combined	Drop	0	0	0	0
69	Rtr9	combined	Drop	0	0	0	0
69	Rtr10	combined	Drop	0	0	0	0
69	Rtr11	combined	Drop	0	0	0	0
69	BTR1	combined	Drop	0	0	0	0
69	BTR2	combined	Drop	0	0	0	0
69	BTR3	combined	Drop	0	0	0	0
69	BTR32	combined	Drop	0	0	0	0
69	BTR4	combined	Drop	0	0	0	0
69	BTR42	combined	Drop	0	0	0	0
69	BTP1	combined	Drop	0	0	0	0
69	BTP2	combined	Drop	0	0	0	0
69	BTP3	combined	Drop	0	0	0	0
69	BTP4	combined	Drop	0	0	0	0
69	BTP32	combined	Drop	0	0	0	0
69	BTP42	combined	Drop	0	0	0	0
69	Cons1	combined	Drop	0	0	0	0
69	Cons2	combined	Drop	0	0	0	0
69	Prod11	combined	Drop	0	0	0	0
69	Prod12	combined	Drop	0	0	0	0
69	Prod21	combined	Drop	0	0	0	0
69	Prod22	combined	Drop	0	0	0	0
70	Rtr1	combined	Drop	0	0	0	0
70	Rtr2	combined	Drop	0	0	0	0
70	Rtr3	combined	Drop	0	0	0	0
70	Rtr4	combined	Drop	0	0	0	0
70	Rtr5	combined	Drop	0	0	0	0
70	Rtr6	combined	Drop	0	0	0	0
70	Rtr7	combined	Drop	0	0	0	0
70	Rtr8	combined	Drop	0	0	0	0
70	Rtr9	combined	Drop	0	0	0	0
70	Rtr10	combined	Drop	0	0	0	0
70	Rtr11	combined	Drop	0	0	0	0
70	BTR1	combined	Drop	0	0	0	0
70	BTR2	combined	Drop	0	0	0	0
70	BTR3	combined	Drop	0	0	0	0
70	BTR32	combined	Drop	0	0	0	0
70	BTR4	combined	Drop	0	0	0	0
70	BTR42	combined	Drop	0	0	0	0
70	BTP1	combined	Drop	0	0	0	0
70	BTP2	combined	Drop	0	0	0	0
70	BTP3	combined	Drop	0	0	0	0
70	BTP4	combined	Drop	0	0	0	0
70	BTP32	combined	Drop	0	0	0	0
