Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
28	Rtr11	combined	Drop	0	0	0	0
28	BTR1	combined	Drop	663	21	794	26.3633
28	BTR2	combined	Drop	661	21	787	26.1309
28	BTR3	combined	Drop	278	9	333	11.0566
28	BTR32	combined	Drop	260	8	0	0
28	BTR4	combined	Drop	21	0	21	0.697266
28	BTR42	combined	Drop	911	30	1087	37.1533
28	BTP1	combined	Drop	382	407	384	408.746
28	BTP2	combined	Drop	684	728	818	870.718
28	BTP3	combined	Drop	1129	1202	1349	1435.95
28	BTP4	combined	Drop	1054	1121	1260	1341.2
28	BTP32	combined	Drop	95	101	0	0
28	BTP42	combined	Drop	727	774	872	929.04
28	Cons1	combined	Drop	12	0	0	0
28	Cons2	combined	Drop	67	2	0	0
28	Prod11	combined	Drop	1	1	0	0
28	Prod12	combined	Drop	9	10	0	0
28	Prod21	combined	Drop	0	0	0	0
28	Prod22	combined	Drop	3	3	0	0
29	Rtr1	combined	Drop	0	0	0	0
29	Rtr2	combined	Drop	0	0	0	0
29	Rtr3	combined	Drop	0	0	0	0
29	Rtr4	combined	Drop	0	0	0	0
29	Rtr5	combined	Drop	0	0	0	0
29	Rtr6	combined	Drop	0	0	0	0
29	Rtr7	combined	Drop	0	0	0	0
29	Rtr8	combined	Drop	0	0	0	0
29	Rtr9	combined	Drop	0	0	0	0
29	Rtr10	combined	Drop	0	0	0	0
29	Rtr11	combined	Drop	0	0	0	0
29	BTR1	combined	Drop	132	4	0	0
29	BTR2	combined	Drop	132	4	0	0
29	BTR3	combined	Drop	55	1	0	0
29	BTR32	combined	Drop	1169	39	1397	47.749
29	BTR4	combined	Drop	4	0	0	0
29	BTR42	combined	Drop	182	5	0	0
29	BTP1	combined	Drop	307	327	289	307.627
29	BTP2	combined	Drop	136	145	0	0
29	BTP3	combined	Drop	225	240	0	0
29	BTP4	combined	Drop	210	224	0	0
29	BTP32	combined	Drop	455	484	545	580.643
29	BTP42	combined	Drop	145	154	0	0
29	Cons1	combined	Drop	2	0	0	0
29	Cons2	combined	Drop	187	6	217	7.62891
29	Prod11	combined	Drop	0	0	0	0
29	Prod12	combined	Drop	1	1	0	0
29	Prod21	combined	Drop	0	0	0	0
29	Prod22	combined	Drop	0	0	0	0
30	Rtr1	combined	Drop	0	0	0	0
30	Rtr2	combined	Drop	0	0	0	0
30	Rtr3	combined	Drop	0	0	0	0
30	Rtr4	combined	Drop	0	0	0	0
30	Rtr5	combined	Drop	0	0	0	0
30	Rtr6	combined	Drop	0	0	0	0
30	Rtr7	combined	Drop	0	0	0	0
30	Rtr8	combined	Drop	0	0	0	0
30	Rtr9	combined	Drop	0	0	0	0
30	Rtr10	combined	Drop	0	0	0	0
30	Rtr11	combined	Drop	0	0	0	0
30	BTR1	combined	Drop	615	20	736	24.4375
30	BTR2	combined	Drop	538	17	640	21.25
30	BTR3	combined	Drop	256	8	307	10.1934
30	BTR32	combined	Drop	233	7	0	0
30	BTR4	combined	Drop	5	0	6	0.199219
30	BTR42	combined	Drop	787	26	939	32.0947
30	BTP1	combined	Drop	294	313	291	309.752
30	BTP2	combined	Drop	617	657	738	785.562
30	BTP3	combined	Drop	1002	1067	1197	1274.15
30	BTP4	combined	Drop	881	938	1049	1116.61
30	BTP32	combined	Drop	90	96	0	0
30	BTP42	combined	Drop	706	752	847	902.404
30	Cons1	combined	Drop	0	0	0	0
30	Cons2	combined	Drop	37	1	0	0
30	Prod11	combined	Drop	0	0	0	0
30	Prod12	combined	Drop	0	0	0	0
30	Prod21	combined	Drop	0	0	0	0
30	Prod22	combined	Drop	0	0	0	0
31	Rtr1	combined	Drop	0	0	0	0
31	Rtr2	combined	Drop	0	0	0	0
31	Rtr3	combined	Drop	0	0	0	0
31	Rtr4	combined	Drop	0	0	0	0
31	Rtr5	combined	Drop	0	0	0	0
31	Rtr6	combined	Drop	0	0	0	0
31	Rtr7	combined	Drop	0	0	0	0
31	Rtr8	combined	Drop	0	0	0	0
31	Rtr9	combined	Drop	0	0	0	0
31	Rtr10	combined	Drop	0	0	0	0
31	Rtr11	combined	Drop	0	0	0	0
31	BTR1	combined	Drop	122	3	0	0
31	BTR2	combined	Drop	107	3	0	0
31	BTR3	combined	Drop	51	1	0	0
31	BTR32	combined	Drop	1074	36	1285	43.9209
31	BTR4	combined	Drop	0	0	0	0
31	BTR42	combined	Drop	157	5	0	0
31	BTP1	combined	Drop	234	249	220	234.18
31	BTP2	combined	Drop	123	131	0	0
31	BTP3	combined	Drop	200	213	0	0
31	BTP4	combined	Drop	176	187	0	0
31	BTP32	combined	Drop	393	418	469	499.687
31	BTP42	combined	Drop	141	150	0	0
31	Cons1	combined	Drop	0	0	0	0
31	Cons2	combined	Drop	49	1	53	1.86328
31	Prod11	combined	Drop	0	0	0	0
31	Prod12	combined	Drop	0	0	0	0
31	Prod21	combined	Drop	0	0	0	0
31	Prod22	combined	Drop	0	0	0	0
32	Rtr1	combined	Drop	0	0	0	0
32	Rtr2	combined	Drop	0	0	0	0
32	Rtr3	combined	Drop	0	0	0	0
32	Rtr4	combined	Drop	0	0	0	0
32	Rtr5	combined	Drop	0	0	0	0
32	Rtr6	combined	Drop	0	0	0	0
32	Rtr7	combined	Drop	0	0	0	0
32	Rtr8	combined	Drop	0	0	0	0
32	Rtr9	combined	Drop	0	0	0	0
32	Rtr10	combined	Drop	0	0	0	0
32	Rtr11	combined	Drop	0	0	0	0
32	BTR1	combined	Drop	518	16	617	20.4863
32	BTR2	combined	Drop	499	16	598	19.8555
32	BTR3	combined	Drop	239	7	286	9.49609
32	BTR32	combined	Drop	214	7	0	0
32	BTR4	combined	Drop	0	0	0	0
32	BTR42	combined	Drop	669	22	798	27.2754
32	BTP1	combined	Drop	254	270	259	275.69
32	BTP2	combined	Drop	516	549	615	654.635
32	BTP3	combined	Drop	880	936	1050	1117.68
32	BTP4	combined	Drop	704	749	836	889.883
32	BTP32	combined	Drop	78	83	0	0
32	BTP42	combined	Drop	680	724	815	868.311
32	Cons1	combined	Drop	0	0	0	0
32	Cons2	combined	Drop	9	0	0	0
32	Prod11	combined	Drop	0	0	0	0
32	Prod12	combined	Drop	0	0	0	0
32	Prod21	combined	Drop	0	0	0	0
32	Prod22	combined	Drop	0	0	0	0
33	Rtr1	combined	Drop	0	0	0	0
33	Rtr2	combined	Drop	0	0	0	0
33	Rtr3	combined	Drop	0	0	0	0
33	Rtr4	combined	Drop	0	0	0	0
33	Rtr5	combined	Drop	0	0	0	0
33	Rtr6	combined	Drop	0	0	0	0
33	Rtr7	combined	Drop	0	0	0	0
33	Rtr8	combined	Drop	0	0	0	0
33	Rtr9	combined	Drop	0	0	0	0
33	Rtr10	combined	Drop	0	0	0	0
33	Rtr11	combined	Drop	0	0	0	0
33	BTR1	combined	Drop	103	3	0	0
33	BTR2	combined	Drop	99	3	0	0
33	BTR3	combined	Drop	47	1	0	0
33	BTR32	combined	Drop	990	33	1184	40.4688
33	BTR4	combined	Drop	0	0	0	0
33	BTR42	combined	Drop	133	4	0	0
33	BTP1	combined	Drop	171	182	151	160.732
33	BTP2	combined	Drop	103	109	0	0
33	BTP3	combined	Drop	175	187	0	0
33	BTP4	combined	Drop	140	149	0	0
33	BTP32	combined	Drop	331	353	395	420.845
33	BTP42	combined	Drop	135	144	0	0
33	Cons1	combined	Drop	0	0	0	0
33	Cons2	combined	Drop	1	0	0	0
33	Prod11	combined	Drop	0	0	0	0
33	Prod12	combined	Drop	0	0	0	0
33	Prod21	combined	Drop	0	0	0	0
33	Prod22	combined	Drop	0	0	0	0
34	Rtr1	combined	Drop	0	0	0	0
34	Rtr2	combined	Drop	0	0	0	0
34	Rtr3	combined	Drop	0	0	0	0
34	Rtr4	combined	Drop	0	0	0	0
34	Rtr5	combined	Drop	0	0	0	0
34	Rtr6	combined	Drop	0	0	0	0
34	Rtr7	combined	Drop	0	0	0	0
34	Rtr8	combined	Drop	0	0	0	0
34	Rtr9	combined	Drop	0	0	0	0
34	Rtr10	combined	Drop	0	0	0	0
34	Rtr11	combined	Drop	0	0	0	0
34	BTR1	combined	Drop	421	13	501	16.6348
34	BTR2	combined	Drop	471	15	565	18.7598
34	BTR3	combined	Drop	222	7	266	8.83203
34	BTR32	combined	Drop	197	6	0	0
34	BTR4	combined	Drop	0	0	0	0
34	BTR42	combined	Drop	598	20	715	24.4385
34	BTP1	combined	Drop	227	242	242	257.595
34	BTP2	combined	Drop	411	437	488	519.449
34	BTP3	combined	Drop	765	814	913	971.846
34	BTP4	combined	Drop	524	558	621	661.025
34	BTP32	combined	Drop	66	70	0	0
34	BTP42	combined	Drop	607	647	726	773.487
34	Cons1	combined	Drop	0	0	0	0
34	Cons2	combined	Drop	0	0	0	0
34	Prod11	combined	Drop	0	0	0	0
34	Prod12	combined	Drop	0	0	0	0
34	Prod21	combined	Drop	0	0	0	0
34	Prod22	combined	Drop	0	0	0	0
35	Rtr1	combined	Drop	0	0	0	0
35	Rtr2	combined	Drop	0	0	0	0
35	Rtr3	combined	Drop	0	0	0	0
35	Rtr4	combined	Drop	0	0	0	0
35	Rtr5	combined	Drop	0	0	0	0
35	Rtr6	combined	Drop	0	0	0	0
35	Rtr7	combined	Drop	0	0	0	0
35	Rtr8	combined	Drop	0	0	0	0
35	Rtr9	combined	Drop	0	0	0	0
35	Rtr10	combined	Drop	0	0	0	0
35	Rtr11	combined	Drop	0	0	0	0
35	BTR1	combined	Drop	84	2	0	0
35	BTR2	combined	Drop	94	2	0	0
35	BTR3	combined	Drop	44	1	0	0
35	BTR32	combined	Drop	852	28	1016	34.7266
35	BTR4	combined	Drop	0	0	0	0
35	BTR42	combined	Drop	119	3	0	0
35	BTP1	combined	Drop	96	102	64	68.125
35	BTP2	combined	Drop	82	87	0	0
35	BTP3	combined	Drop	152	162	0	0
35	BTP4	combined	Drop	104	111	0	0
35	BTP32	combined	Drop	323	344	388	413.387
35	BTP42	combined	Drop	121	129	0	0
35	Cons1	combined	Drop	0	0	0	0
35	Cons2	combined	Drop	0	0	0	0
35	Prod11	combined	Drop	0	0	0	0
35	Prod12	combined	Drop	0	0	0	0
35	Prod21	combined	Drop	0	0	0	0
35	Prod22	combined	Drop	0	0	0	0
36	Rtr1	combined	Drop	0	0	0	0
36	Rtr2	combined	Drop	0	0	0	0
36	Rtr3	combined	Drop	0	0	0	0
36	Rtr4	combined	Drop	0	0	0	0
36	Rtr5	combined	Drop	0	0	0	0
36	Rtr6	combined	Drop	0	0	0	0
36	Rtr7	combined	Drop	0	0	0	0
36	Rtr8	combined	Drop	0	0	0	0
36	Rtr9	combined	Drop	0	0	0	0
36	Rtr10	combined	Drop	0	0	0	0
36	Rtr11	combined	Drop	0	0	0	0
36	BTR1	combined	Drop	334	10	397	13.1816
36	BTR2	combined	Drop	445	14	533	17.6973
36	BTR3	combined	Drop	206	6	247	8.20117
36	BTR32	combined	Drop	170	5	0	0
36	BTR4	combined	Drop	0	0	0	0
36	BTR42	combined	Drop	568	19	681	23.2764
36	BTP1	combined	Drop	196	208	221	235.241
36	BTP2	combined	Drop	310	329	367	390.65
36	BTP3	combined	Drop	656	699	783	833.467
36	BTP4	combined	Drop	359	382	423	450.264
36	BTP32	combined	Drop	64	68	0	0
36	BTP42	combined	Drop	495	527	589	627.524
36	Cons1	combined	Drop	0	0	0	0
36	Cons2	combined	Drop	0	0	0	0
36	Prod11	combined	Drop	0	0	0	0
36	Prod12	combined	Drop	0	0	0	0
36	Prod21	combined	Drop	0	0	0	0
36	Prod22	combined	Drop	0	0	0	0
37	Rtr1	combined	Drop	0	0	0	0
37	Rtr2	combined	Drop	0	0	0	0
37	Rtr3	combined	Drop	0	0	0	0
37	Rtr4	combined	Drop	0	0	0	0
37	Rtr5	combined	Drop	0	0	0	0
37	Rtr6	combined	Drop	0	0	0	0
37	Rtr7	combined	Drop	0	0	0	0
37	Rtr8	combined	Drop	0	0	0	0
37	Rtr9	combined	Drop	0	0	0	0
37	Rtr10	combined	Drop	0	0	0	0
37	Rtr11	combined	Drop	0	0	0	0
37	BTR1	combined	Drop	66	1	0	0
37	BTR2	combined	Drop	88	2	0	0
37	BTR3	combined	Drop	41	1	0	0
37	BTR32	combined	Drop	724	24	863	29.4971
37	BTR4	combined	Drop	0	0	0	0
37	BTR42	combined	Drop	113	3	0	0
37	BTP1	combined	Drop	39	41	0	0
37	BTP2	combined	Drop	61	65	0	0
37	BTP3	combined	Drop	131	139	0	0
37	BTP4	combined	Drop	71	76	0	0
37	BTP32	combined	Drop	305	325	366	389.947
37	BTP42	combined	Drop	98	105	0	0
37	Cons1	combined	Drop	0	0	0	0
37	Cons2	combined	Drop	0	0	0	0
37	Prod11	combined	Drop	0	0	0	0
37	Prod12	combined	Drop	0	0	0	0
37	Prod21	combined	Drop	0	0	0	0
37	Prod22	combined	Drop	0	0	0	0
38	Rtr1	combined	Drop	0	0	0	0
38	Rtr2	combined	Drop	0	0	0	0
38	Rtr3	combined	Drop	0	0	0	0
38	Rtr4	combined	Drop	0	0	0	0
38	Rtr5	combined	Drop	0	0	0	0
38	Rtr6	combined	Drop	0	0	0	0
38	Rtr7	combined	Drop	0	0	0	0
38	Rtr8	combined	Drop	0	0	0	0
38	Rtr9	combined	Drop	0	0	0	0
38	Rtr10	combined	Drop	0	0	0	0
38	Rtr11	combined	Drop	0	0	0	0
38	BTR1	combined	Drop	309	10	370	12.2852
38	BTR2	combined	Drop	418	13	501	16.6348
38	BTR3	combined	Drop	168	5	200	6.64062
38	BTR32	combined	Drop	144	4	0	0
38	BTR4	combined	Drop	0	0	0	0
38	BTR42	combined	Drop	486	16	580	19.8242
38	BTP1	combined	Drop	106	112	123	130.925
38	BTP2	combined	Drop	216	230	255	271.433
38	BTP3	combined	Drop	578	615	690	734.473
38	BTP4	combined	Drop	236	251	278	295.918
38	BTP32	combined	Drop	60	64	0	0
38	BTP42	combined	Drop	440	469	526	560.403
38	Cons1	combined	Drop	0	0	0	0
38	Cons2	combined	Drop	0	0	0	0
38	Prod11	combined	Drop	0	0	0	0
38	Prod12	combined	Drop	0	0	0	0
38	Prod21	combined	Drop	0	0	0	0
38	Prod22	combined	Drop	0	0	0	0
39	Rtr1	combined	Drop	0	0	0	0
39	Rtr2	combined	Drop	0	0	0	0
39	Rtr3	combined	Drop	0	0	0	0
39	Rtr4	combined	Drop	0	0	0	0
39	Rtr5	combined	Drop	0	0	0	0
39	Rtr6	combined	Drop	0	0	0	0
39	Rtr7	combined	Drop	0	0	0	0
39	Rtr8	combined	Drop	0	0	0	0
39	Rtr9	combined	Drop	0	0	0	0
39	Rtr10	combined	Drop	0	0	0	0
39	Rtr11	combined	Drop	0	0	0	0
39	BTR1	combined	Drop	61	1	0	0
39	BTR2	combined	Drop	83	2	0	0
39	BTR3	combined	Drop	33	0	0	0
39	BTR32	combined	Drop	662	22	792	27.0703
39	BTR4	combined	Drop	0	0	0	0
39	BTR42	combined	Drop	97	3	0	0
39	BTP1	combined	Drop	21	22	0	0
39	BTP2	combined	Drop	43	45	0	0
39	BTP3	combined	Drop	115	122	0	0
39	BTP4	combined	Drop	47	50	0	0
39	BTP32	combined	Drop	258	275	308	328.152
39	BTP42	combined	Drop	87	93	0	0
39	Cons1	combined	Drop	0	0	0	0
39	Cons2	combined	Drop	0	0	0	0
39	Prod11	combined	Drop	0	0	0	0
39	Prod12	combined	Drop	0	0	0	0
39	Prod21	combined	Drop	0	0	0	0
39	Prod22	combined	Drop	0	0	0	0
40	Rtr1	combined	Drop	0	0	0	0
40	Rtr2	combined	Drop	0	0	0	0
40	Rtr3	combined	Drop	0	0	0	0
40	Rtr4	combined	Drop	0	0	0	0
40	Rtr5	combined	Drop	0	0	0	0
40	Rtr6	combined	Drop	0	0	0	0
40	Rtr7	combined	Drop	0	0	0	0
40	Rtr8	combined	Drop	0	0	0	0
40	Rtr9	combined	Drop	0	0	0	0
40	Rtr10	combined	Drop	0	0	0	0
40	Rtr11	combined	Drop	0	0	0	0
40	BTR1	combined	Drop	305	9	367	12.1855
40	BTR2	combined	Drop	368	12	440	14.6094
40	BTR3	combined	Drop	117	3	138	4.58203
40	BTR32	combined	Drop	132	4	0	0
40	BTR4	combined	Drop	0	0	0	0
40	BTR42	combined	Drop	397	13	472	16.1328
40	BTP1	combined	Drop	21	22	21	22.3535
40	BTP2	combined	Drop	171	182	204	217.146
40	BTP3	combined	Drop	512	545	612	651.445
40	BTP4	combined	Drop	121	129	140	149.023
40	BTP32	combined	Drop	51	54	0	0
40	BTP42	combined	Drop	393	419	470	500.74
40	Cons1	combined	Drop	0	0	0	0
40	Cons2	combined	Drop	0	0	0	0
40	Prod11	combined	Drop	0	0	0	0
40	Prod12	combined	Drop	0	0	0	0
40	Prod21	combined	Drop	0	0	0	0
40	Prod22	combined	Drop	0	0	0	0
41	Rtr1	combined	Drop	0	0	0	0
41	Rtr2	combined	Drop	0	0	0	0
41	Rtr3	combined	Drop	0	0	0	0
41	Rtr4	combined	Drop	0	0	0	0
41	Rtr5	combined	Drop	0	0	0	0
41	Rtr6	combined	Drop	0	0	0	0
41	Rtr7	combined	Drop	0	0	0	0
41	Rtr8	combined	Drop	0	0	0	0
41	Rtr9	combined	Drop	0	0	0	0
41	Rtr10	combined	Drop	0	0	0	0
41	Rtr11	combined	Drop	0	0	0	0
41	BTR1	combined	Drop	60	1	0	0
41	BTR2	combined	Drop	73	2	0	0
41	BTR3	combined	Drop	23	0	0	0
41	BTR32	combined	Drop	562	19	670	22.9004
41	BTR4	combined	Drop	0	0	0	0
41	BTR42	combined	Drop	79	2	0	0
41	BTP1	combined	Drop	4	4	0	0
41	BTP2	combined	Drop	34	36	0	0
41	BTP3	combined	Drop	102	108	0	0
41	BTP4	combined	Drop	24	25	0	0
41	BTP32	combined	Drop	251	267	301	320.694
41	BTP42	combined	Drop	78	83	0	0
41	Cons1	combined	Drop	0	0	0	0
41	Cons2	combined	Drop	0	0	0	0
41	Prod11	combined	Drop	0	0	0	0
41	Prod12	combined	Drop	0	0	0	0
41	Prod21	combined	Drop	0	0	0	0
41	Prod22	combined	Drop	0	0	0	0
42	Rtr1	combined	Drop	0	0	0	0
42	Rtr2	combined	Drop	0	0	0	0
42	Rtr3	combined	Drop	0	0	0	0
42	Rtr4	combined	Drop	0	0	0	0
42	Rtr5	combined	Drop	0	0	0	0
42	Rtr6	combined	Drop	0	0	0	0
42	Rtr7	combined	Drop	0	0	0	0
42	Rtr8	combined	Drop	0	0	0	0
42	Rtr9	combined	Drop	0	0	0	0
42	Rtr10	combined	Drop	0	0	0	0
42	Rtr11	combined	Drop	0	0	0	0
42	BTR1	combined	Drop	231	7	274	9.09766
42	BTR2	combined	Drop	305	10	363	12.0527
42	BTR3	combined	Drop	109	3	131	4.34961
42	BTR32	combined	Drop	112	3	0	0
42	BTR4	combined	Drop	0	0	0	0
42	BTR42	combined	Drop	318	10	378	12.9199
42	BTP1	combined	Drop	8	9	10	10.6445
42	BTP2	combined	Drop	142	151	169	179.893
42	BTP3	combined	Drop	413	439	491	522.646
42	BTP4	combined	Drop	29	31	31	32.998
42	BTP32	combined	Drop	50	53	0	0
42	BTP42	combined	Drop	336	358	401	427.227
42	Cons1	combined	Drop	0	0	0	0
42	Cons2	combined	Drop	0	0	0	0
42	Prod11	combined	Drop	0	0	0	0
42	Prod12	combined	Drop	0	0	0	0
42	Prod21	combined	Drop	0	0	0	0
42	Prod22	combined	Drop	0	0	0	0
43	Rtr1	combined	Drop	0	0	0	0
43	Rtr2	combined	Drop	0	0	0	0
43	Rtr3	combined	Drop	0	0	0	0
43	Rtr4	combined	Drop	0	0	0	0
43	Rtr5	combined	Drop	0	0	0	0
43	Rtr6	combined	Drop	0	0	0	0
43	Rtr7	combined	Drop	0	0	0	0
43	Rtr8	combined	Drop	0	0	0	0
43	Rtr9	combined	Drop	0	0	0	0
43	Rtr10	combined	Drop	0	0	0	0
43	Rtr11	combined	Drop	0	0	0	0
43	BTR1	combined	Drop	46	1	0	0
43	BTR2	combined	Drop	60	1	0	0
43	BTR3	combined	Drop	21	0	0	0
43	BTR32	combined	Drop	503	17	601	20.542
43	BTR4	combined	Drop	0	0	0	0
43	BTR42	combined	Drop	63	1	0	0
43	BTP1	combined	Drop	1	1	0	0
43	BTP2	combined	Drop	28	30	0	0
43	BTP3	combined	Drop	82	87	0	0
43	BTP4	combined	Drop	5	6	0	0
43	BTP32	combined	Drop	202	216	241	256.769
43	BTP42	combined	Drop	67	71	0	0
43	Cons1	combined	Drop	0	0	0	0
43	Cons2	combined	Drop	0	0	0	0
43	Prod11	combined	Drop	0	0	0	0
43	Prod12	combined	Drop	0	0	0	0
43	Prod21	combined	Drop	0	0	0	0
43	Prod22	combined	Drop	0	0	0	0
44	Rtr1	combined	Drop	0	0	0	0
44	Rtr2	combined	Drop	0	0	0	0
44	Rtr3	combined	Drop	0	0	0	0
44	Rtr4	combined	Drop	0	0	0	0
44	Rtr5	combined	Drop	0	0	0	0
44	Rtr6	combined	Drop	0	0	0	0
44	Rtr7	combined	Drop	0	0	0	0
44	Rtr8	combined	Drop	0	0	0	0
44	Rtr9	combined	Drop	0	0	0	0
44	Rtr10	combined	Drop	0	0	0	0
44	Rtr11	combined	Drop	0	0	0	0
44	BTR1	combined	Drop	147	4	173	5.74414
44	BTR2	combined	Drop	280	9	336	11.1562
44	BTR3	combined	Drop	103	3	124	4.11719
44	BTR32	combined	Drop	100	3	0	0
44	BTR4	combined	Drop	0	0	0	0
44	BTR42	combined	Drop	309	10	371	12.6807
44	BTP1	combined	Drop	5	6	7	7.45117
44	BTP2	combined	Drop	75	80	87	92.6074
44	BTP3	combined	Drop	314	334	372	395.977
44	BTP4	combined	Drop	0	1	0	0
44	BTP32	combined	Drop	40	43	0	0
44	BTP42	combined	Drop	213	227	250	266.347
44	Cons1	combined	Drop	0	0	0	0
44	Cons2	combined	Drop	0	0	0	0
44	Prod11	combined	Drop	0	0	0	0
44	Prod12	combined	Drop	0	0	0	0
44	Prod21	combined	Drop	0	0	0	0
44	Prod22	combined	Drop	0	0	0	0
45	Rtr1	combined	Drop	0	0	0	0
45	Rtr2	combined	Drop	0	0	0	0
45	Rtr3	combined	Drop	0	0	0	0
45	Rtr4	combined	Drop	0	0	0	0
45	Rtr5	combined	Drop	0	0	0	0
45	Rtr6	combined	Drop	0	0	0	0
45	Rtr7	combined	Drop	0	0	0	0
45	Rtr8	combined	Drop	0	0	0	0
45	Rtr9	combined	Drop	0	0	0	0
45	Rtr10	combined	Drop	0	0	0	0
45	Rtr11	combined	Drop	0	0	0	0
45	BTR1	combined	Drop	29	0	0	0
45	BTR2	combined	Drop	55	1	0	0
45	BTR3	combined	Drop	20	0	0	0
45	BTR32	combined	Drop	464	15	556	19.0039
45	BTR4	combined	Drop	0	0	0	0
45	BTR42	combined	Drop	61	1	0	0
45	BTP1	combined	Drop	0	1	0	0
45	BTP2	combined	Drop	14	15	0	0
45	BTP3	combined	Drop	62	66	0	0
45	BTP4	combined	Drop	0	0	0	0
45	BTP32	combined	Drop	137	146	162	172.6
45	BTP42	combined	Drop	42	45	0	0
45	Cons1	combined	Drop	0	0	0	0
45	Cons2	combined	Drop	0	0	0	0
45	Prod11	combined	Drop	0	0	0	0
45	Prod12	combined	Drop	0	0	0	0
45	Prod21	combined	Drop	0	0	0	0
45	Prod22	combined	Drop	0	0	0	0
46	Rtr1	combined	Drop	0	0	0	0
46	Rtr2	combined	Drop	0	0	0	0
46	Rtr3	combined	Drop	0	0	0	0
46	Rtr4	combined	Drop	0	0	0	0
46	Rtr5	combined	Drop	0	0	0	0
46	Rtr6	combined	Drop	0	0	0	0
46	Rtr7	combined	Drop	0	0	0	0
46	Rtr8	combined	Drop	0	0	0	0
46	Rtr9	combined	Drop	0	0	0	0
46	Rtr10	combined	Drop	0	0	0	0
46	Rtr11	combined	Drop	0	0	0	0
46	BTR1	combined	Drop	63	1	72	2.39062
46	BTR2	combined	Drop	199	6	235	7.80273
46	BTR3	combined	Drop	97	3	117	3.88477
46	BTR32	combined	Drop	92	2	0	0
46	BTR4	combined	Drop	0	0	0	0
46	BTR42	combined	Drop	294	9	353	12.0654
46	BTP1	combined	Drop	3	3	4	4.25781
46	BTP2	combined	Drop	66	70	79	84.0918
46	BTP3	combined	Drop	220	234	260	276.758
46	BTP4	combined	Drop	0	0	0	0
46	BTP32	combined	Drop	27	29	0	0
46	BTP42	combined	Drop	109	116	126	134.244
46	Cons1	combined	Drop	0	0	0	0
46	Cons2	combined	Drop	0	0	0	0
46	Prod11	combined	Drop	0	0	0	0
46	Prod12	combined	Drop	0	0	0	0
46	Prod21	combined	Drop	0	0	0	0
46	Prod22	combined	Drop	0	0	0	0
47	Rtr1	combined	Drop	0	0	0	0
47	Rtr2	combined	Drop	0	0	0	0
47	Rtr3	combined	Drop	0	0	0	0
47	Rtr4	combined	Drop	0	0	0	0
47	Rtr5	combined	Drop	0	0	0	0
47	Rtr6	combined	Drop	0	0	0	0
47	Rtr7	combined	Drop	0	0	0	0
47	Rtr8	combined	Drop	0	0	0	0
47	Rtr9	combined	Drop	0	0	0	0
47	Rtr10	combined	Drop	0	0	0	0
47	Rtr11	combined	Drop	0	0	0	0
47	BTR1	combined	Drop	12	0	0	0
47	BTR2	combined	Drop	39	1	0	0
47	BTR3	combined	Drop	19	0	0	0
47	BTR32	combined	Drop	448	15	538	18.3887
47	BTR4	combined	Drop	0	0	0	0
47	BTR42	combined	Drop	58	1	0	0
47	BTP1	combined	Drop	0	0	0	0
47	BTP2	combined	Drop	13	13	0	0
47	BTP3	combined	Drop	43	46	0	0
47	BTP4	combined	Drop	0	0	0	0
47	BTP32	combined	Drop	55	59	63	67.1221
47	BTP42	combined	Drop	21	23	0	0
47	Cons1	combined	Drop	0	0	0	0
47	Cons2	combined	Drop	0	0	0	0
47	Prod11	combined	Drop	0	0	0	0
47	Prod12	combined	Drop	0	0	0	0
47	Prod21	combined	Drop	0	0	0	0
47	Prod22	combined	Drop	0	0	0	0
48	Rtr1	combined	Drop	0	0	0	0
48	Rtr2	combined	Drop	0	0	0	0
48	Rtr3	combined	Drop	0	0	0	0
48	Rtr4	combined	Drop	0	0	0	0
48	Rtr5	combined	Drop	0	0	0	0
48	Rtr6	combined	Drop	0	0	0	0
48	Rtr7	combined	Drop	0	0	0	0
48	Rtr8	combined	Drop	0	0	0	0
48	Rtr9	combined	Drop	0	0	0	0
48	Rtr10	combined	Drop	0	0	0	0
48	Rtr11	combined	Drop	0	0	0	0
48	BTR1	combined	Drop	2	0	0	0
48	BTR2	combined	Drop	115	3	134	4.44922
48	BTR3	combined	Drop	91	2	109	3.61914
48	BTR32	combined	Drop	89	2	0	0
48	BTR4	combined	Drop	0	0	0	0
48	BTR42	combined	Drop	235	7	280	9.57031
48	BTP1	combined	Drop	0	0	0	0
48	BTP2	combined	Drop	60	63	72	76.6406
48	BTP3	combined	Drop	134	142	157	167.119
48	BTP4	combined	Drop	0	0	0	0
48	BTP32	combined	Drop	10	11	0	0
48	BTP42	combined	Drop	57	61	67	71.3838
48	Cons1	combined	Drop	0	0	0	0
48	Cons2	combined	Drop	0	0	0	0
48	Prod11	combined	Drop	0	0	0	0
48	Prod12	combined	Drop	0	0	0	0
48	Prod21	combined	Drop	0	0	0	0
48	Prod22	combined	Drop	0	0	0	0
49	Rtr1	combined	Drop	0	0	0	0
49	Rtr2	combined	Drop	0	0	0	0
49	Rtr3	combined	Drop	0	0	0	0
49	Rtr4	combined	Drop	0	0	0	0
49	Rtr5	combined	Drop	0	0	0	0
49	Rtr6	combined	Drop	0	0	0	0
49	Rtr7	combined	Drop	0	0	0	0
49	Rtr8	combined	Drop	0	0	0	0
49	Rtr9	combined	Drop	0	0	0	0
49	Rtr10	combined	Drop	0	0	0	0
