Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	Rtr1	1	internal://	InInterests	0	0	0	0
0.5	Rtr1	1	internal://	OutInterests	0	0	0	0
0.5	Rtr1	1	internal://	InData	0	0	0	0
0.5	Rtr1	1	internal://	OutData	0	0	0	0
0.5	Rtr1	1	internal://	InNacks	0	0	0	0
0.5	Rtr1	1	internal://	OutNacks	0	0	0	0
0.5	Rtr1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Rtr1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr1	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	Rtr1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	OutInterests	3350.4	83.7797	2094	52.3623
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	InData	1284.8	1351.89	803	844.932
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	1187.2	0	742	0
0.5	Rtr1	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	InInterests	2115.2	54.7547	1322	34.2217
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	OutInterests	0	0	0	0
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	InData	0	0	0	0
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	OutData	1056	1112.04	660	695.026
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	InNacks	0	0	0	0
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	OutNacks	0	0	0	0
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	InSatisfiedInterests	520	0	325	0
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	InTimedOutInterests	0	0	0	0
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	OutSatisfiedInterests	0	0	0	0
0.5	Rtr1	257	netdev://[00:00:00:00:00:1a]	OutTimedOutInterests	0	0	0	0
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	InInterests	2283.2	54.7406	1427	34.2129
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	OutInterests	0	0	0	0
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	InData	0	0	0	0
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	OutData	1179.2	1239.56	737	774.724
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	InNacks	0	0	0	0
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	OutNacks	0	0	0	0
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	InSatisfiedInterests	667.2	0	417	0
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	InTimedOutInterests	0	0	0	0
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	OutSatisfiedInterests	0	0	0	0
0.5	Rtr1	258	netdev://[00:00:00:00:00:26]	OutTimedOutInterests	0	0	0	0
0.5	Rtr1	259	internal://	InInterests	0	0	0	0
0.5	Rtr1	259	internal://	OutInterests	0	0	0	0
0.5	Rtr1	259	internal://	InData	0	0	0	0
0.5	Rtr1	259	internal://	OutData	0	0	0	0
0.5	Rtr1	259	internal://	InNacks	0	0	0	0
0.5	Rtr1	259	internal://	OutNacks	0	0	0	0
0.5	Rtr1	259	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	Rtr1	259	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr1	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Rtr1	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr1	-1	all	SatisfiedInterests	2336	0	1460	0
0.5	Rtr1	-1	all	TimedOutInterests	0	0	0	0
0.5	Rtr2	1	internal://	InInterests	0	0	0	0
0.5	Rtr2	1	internal://	OutInterests	0	0	0	0
0.5	Rtr2	1	internal://	InData	0	0	0	0
0.5	Rtr2	1	internal://	OutData	0	0	0	0
0.5	Rtr2	1	internal://	InNacks	0	0	0	0
0.5	Rtr2	1	internal://	OutNacks	0	0	0	0
0.5	Rtr2	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Rtr2	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr2	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	Rtr2	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	InInterests	3297.6	82.4688	2061	51.543
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	OutInterests	0	0	0	0
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	InData	0	0	0	0
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	OutData	1564.8	1646.53	978	1029.08
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	InNacks	0	0	0	0
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	OutNacks	0	0	0	0
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	InSatisfiedInterests	1436.8	0	898	0
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	InTimedOutInterests	0	0	0	0
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	OutSatisfiedInterests	0	0	0	0
0.5	Rtr2	256	netdev://[00:00:00:00:00:02]	OutTimedOutInterests	0	0	0	0
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	InInterests	123.2	3.1625	77	1.97656
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	OutInterests	1284.8	33.5406	803	20.9629
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	InData	587.2	618.533	367	386.583
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	OutData	118.4	124.677	74	77.9229
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	InNacks	0	0	0	0
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	OutNacks	0	0	0	0
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	InSatisfiedInterests	118.4	0	74	0
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	InTimedOutInterests	0	0	0	0
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	OutSatisfiedInterests	683.2	0	427	0
0.5	Rtr2	257	netdev://[00:00:00:00:00:03]	OutTimedOutInterests	0	0	0	0
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	InInterests	0	0	0	0
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	OutInterests	214.4	5.50938	134	3.44336
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	InData	134.4	141.517	84	88.4482
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	OutData	0	0	0	0
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	InNacks	0	0	0	0
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	OutNacks	0	0	0	0
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	InSatisfiedInterests	0	0	0	0
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	InTimedOutInterests	0	0	0	0
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	OutSatisfiedInterests	236.8	0	148	0
0.5	Rtr2	258	netdev://[00:00:00:00:00:0b]	OutTimedOutInterests	0	0	0	0
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	InInterests	0	0	0	0
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	OutInterests	123.2	3.1625	77	1.97656
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	InData	118.4	124.677	74	77.9229
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	OutData	0	0	0	0
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	InNacks	0	0	0	0
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	OutNacks	0	0	0	0
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	InSatisfiedInterests	0	0	0	0
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	InTimedOutInterests	0	0	0	0
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	OutSatisfiedInterests	118.4	0	74	0
0.5	Rtr2	259	netdev://[00:00:00:00:00:22]	OutTimedOutInterests	0	0	0	0
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	InInterests	0	0	0	0
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	OutInterests	1670.4	40.2609	1044	25.1631
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	InData	880	925.203	550	578.252
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	OutData	0	0	0	0
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	InNacks	0	0	0	0
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	OutNacks	0	0	0	0
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	InSatisfiedInterests	0	0	0	0
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	InTimedOutInterests	0	0	0	0
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	OutSatisfiedInterests	808	0	505	0
0.5	Rtr2	260	netdev://[00:00:00:00:00:32]	OutTimedOutInterests	0	0	0	0
0.5	Rtr2	261	internal://	InInterests	0	0	0	0
0.5	Rtr2	261	internal://	OutInterests	0	0	0	0
0.5	Rtr2	261	internal://	InData	0	0	0	0
0.5	Rtr2	261	internal://	OutData	0	0	0	0
0.5	Rtr2	261	internal://	InNacks	0	0	0	0
0.5	Rtr2	261	internal://	OutNacks	0	0	0	0
0.5	Rtr2	261	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	Rtr2	261	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr2	261	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Rtr2	261	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr2	-1	all	SatisfiedInterests	1851.2	0	1157	0
0.5	Rtr2	-1	all	TimedOutInterests	0	0	0	0
0.5	Rtr3	1	internal://	InInterests	0	0	0	0
0.5	Rtr3	1	internal://	OutInterests	0	0	0	0
0.5	Rtr3	1	internal://	InData	0	0	0	0
0.5	Rtr3	1	internal://	OutData	0	0	0	0
0.5	Rtr3	1	internal://	InNacks	0	0	0	0
0.5	Rtr3	1	internal://	OutNacks	0	0	0	0
0.5	Rtr3	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Rtr3	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr3	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	Rtr3	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	InInterests	1270.4	33.1609	794	20.7256
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	OutInterests	123.2	3.1625	77	1.97656
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	InData	116.8	122.992	73	76.8701
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	OutData	595.2	626.959	372	391.85
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	InNacks	0	0	0	0
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	OutNacks	0	0	0	0
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	InSatisfiedInterests	590.4	0	369	0
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	InTimedOutInterests	0	0	0	0
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	OutSatisfiedInterests	116.8	0	73	0
0.5	Rtr3	256	netdev://[00:00:00:00:00:04]	OutTimedOutInterests	0	0	0	0
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	InInterests	123.2	3.1625	77	1.97656
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	OutInterests	3142.4	78.1969	1964	48.873
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	InData	1291.2	1358.72	807	849.198
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	OutData	116.8	122.992	73	76.8701
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	116.8	0	73	0
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	1228.8	0	768	0
0.5	Rtr3	257	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	InInterests	2353.6	56.3656	1471	35.2285
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	OutInterests	0	0	0	0
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	InData	0	0	0	0
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	OutData	1115.2	1172.26	697	732.664
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	InNacks	0	0	0	0
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	OutNacks	0	0	0	0
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	InSatisfiedInterests	638.4	0	399	0
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	InTimedOutInterests	0	0	0	0
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	OutSatisfiedInterests	0	0	0	0
0.5	Rtr3	258	netdev://[00:00:00:00:00:28]	OutTimedOutInterests	0	0	0	0
0.5	Rtr3	259	internal://	InInterests	0	0	0	0
0.5	Rtr3	259	internal://	OutInterests	0	0	0	0
0.5	Rtr3	259	internal://	InData	0	0	0	0
0.5	Rtr3	259	internal://	OutData	0	0	0	0
0.5	Rtr3	259	internal://	InNacks	0	0	0	0
0.5	Rtr3	259	internal://	OutNacks	0	0	0	0
0.5	Rtr3	259	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	Rtr3	259	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr3	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Rtr3	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr3	-1	all	SatisfiedInterests	1892.8	0	1183	0
0.5	Rtr3	-1	all	TimedOutInterests	0	0	0	0
0.5	Rtr4	1	internal://	InInterests	0	0	0	0
0.5	Rtr4	1	internal://	OutInterests	0	0	0	0
0.5	Rtr4	1	internal://	InData	0	0	0	0
0.5	Rtr4	1	internal://	OutData	0	0	0	0
0.5	Rtr4	1	internal://	InNacks	0	0	0	0
0.5	Rtr4	1	internal://	OutNacks	0	0	0	0
0.5	Rtr4	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Rtr4	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr4	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	Rtr4	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	InInterests	3124.8	77.7531	1953	48.5957
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	OutInterests	284.8	7.32344	178	4.57715
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	InData	112	117.934	70	73.709
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	OutData	1884.8	1983.4	1178	1239.63
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	InNacks	0	0	0	0
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	OutNacks	0	0	0	0
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	InSatisfiedInterests	1694.4	0	1059	0
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	InTimedOutInterests	0	0	0	0
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	OutSatisfiedInterests	190.4	0	119	0
0.5	Rtr4	256	netdev://[00:00:00:00:00:06]	OutTimedOutInterests	0	0	0	0
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	InInterests	0	0	0	0
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	OutInterests	4360	110.848	2725	69.2803
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	InData	838.4	882.62	524	551.638
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	OutData	0	0	0	0
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	InNacks	0	0	0	0
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	OutNacks	0	0	0	0
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	InSatisfiedInterests	0	0	0	0
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	InTimedOutInterests	0	0	0	0
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	OutSatisfiedInterests	894.4	0	559	0
0.5	Rtr4	257	netdev://[00:00:00:00:00:07]	OutTimedOutInterests	0	0	0	0
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	InInterests	1748.8	45.5219	1093	28.4512
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	OutInterests	12.8	0.328125	8	0.205078
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	InData	11.2	11.7938	7	7.37109
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	OutData	467.2	492.077	292	307.548
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	InNacks	0	0	0	0
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	OutNacks	0	0	0	0
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	InSatisfiedInterests	443.2	0	277	0
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	InTimedOutInterests	0	0	0	0
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	OutSatisfiedInterests	12.8	0	8	0
0.5	Rtr4	258	netdev://[00:00:00:00:00:11]	OutTimedOutInterests	0	0	0	0
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	InInterests	0	0	0	0
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	OutInterests	1224	31.9719	765	19.9824
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	InData	859.2	905.102	537	565.688
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	OutData	0	0	0	0
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	InNacks	0	0	0	0
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	OutNacks	0	0	0	0
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	InSatisfiedInterests	0	0	0	0
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	InTimedOutInterests	0	0	0	0
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	OutSatisfiedInterests	868.8	0	543	0
0.5	Rtr4	259	netdev://[00:00:00:00:00:1e]	OutTimedOutInterests	0	0	0	0
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	InInterests	3457.6	86.4406	2161	54.0254
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	OutInterests	0	0	0	0
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	InData	0	0	0	0
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	OutData	952	1001.55	595	625.966
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	InNacks	0	0	0	0
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	OutNacks	0	0	0	0
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	InSatisfiedInterests	414.4	0	259	0
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	InTimedOutInterests	0	0	0	0
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	OutSatisfiedInterests	0	0	0	0
0.5	Rtr4	260	netdev://[00:00:00:00:00:30]	OutTimedOutInterests	0	0	0	0
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	InInterests	0	0	0	0
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	OutInterests	1697.6	40.8922	1061	25.5576
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	InData	880	925.198	550	578.249
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	OutData	0	0	0	0
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	InNacks	0	0	0	0
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	OutNacks	0	0	0	0
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	InSatisfiedInterests	0	0	0	0
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	InTimedOutInterests	0	0	0	0
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	OutSatisfiedInterests	827.2	0	517	0
0.5	Rtr4	261	netdev://[00:00:00:00:00:34]	OutTimedOutInterests	0	0	0	0
0.5	Rtr4	262	internal://	InInterests	0	0	0	0
0.5	Rtr4	262	internal://	OutInterests	0	0	0	0
0.5	Rtr4	262	internal://	InData	0	0	0	0
0.5	Rtr4	262	internal://	OutData	0	0	0	0
0.5	Rtr4	262	internal://	InNacks	0	0	0	0
0.5	Rtr4	262	internal://	OutNacks	0	0	0	0
0.5	Rtr4	262	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	Rtr4	262	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr4	262	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Rtr4	262	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr4	-1	all	SatisfiedInterests	3456	0	2160	0
0.5	Rtr4	-1	all	TimedOutInterests	0	0	0	0
0.5	Rtr5	1	internal://	InInterests	0	0	0	0
0.5	Rtr5	1	internal://	OutInterests	0	0	0	0
0.5	Rtr5	1	internal://	InData	0	0	0	0
0.5	Rtr5	1	internal://	OutData	0	0	0	0
0.5	Rtr5	1	internal://	InNacks	0	0	0	0
0.5	Rtr5	1	internal://	OutNacks	0	0	0	0
0.5	Rtr5	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Rtr5	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr5	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	Rtr5	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	InInterests	4340.8	110.347	2713	68.9668
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	OutInterests	0	0	0	0
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	InData	0	0	0	0
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	OutData	849.6	894.406	531	559.004
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	InNacks	0	0	0	0
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	OutNacks	0	0	0	0
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	InSatisfiedInterests	808	0	505	0
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	InTimedOutInterests	0	0	0	0
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	OutSatisfiedInterests	0	0	0	0
0.5	Rtr5	256	netdev://[00:00:00:00:00:08]	OutTimedOutInterests	0	0	0	0
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	InInterests	0	0	0	0
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	OutInterests	7556.8	187.803	4723	117.377
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	InData	1299.2	1367.09	812	854.433
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	1182.4	0	739	0
0.5	Rtr5	257	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	InInterests	3737.6	89.775	2336	56.1094
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	OutInterests	0	0	0	0
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	InData	0	0	0	0
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	OutData	852.8	896.344	533	560.215
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	InNacks	0	0	0	0
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	OutNacks	0	0	0	0
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	InSatisfiedInterests	374.4	0	234	0
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	InTimedOutInterests	0	0	0	0
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	OutSatisfiedInterests	0	0	0	0
0.5	Rtr5	259	netdev://[00:00:00:00:00:2a]	OutTimedOutInterests	0	0	0	0
0.5	Rtr5	260	internal://	InInterests	0	0	0	0
0.5	Rtr5	260	internal://	OutInterests	0	0	0	0
0.5	Rtr5	260	internal://	InData	0	0	0	0
0.5	Rtr5	260	internal://	OutData	0	0	0	0
0.5	Rtr5	260	internal://	InNacks	0	0	0	0
0.5	Rtr5	260	internal://	OutNacks	0	0	0	0
0.5	Rtr5	260	internal://	InSatisfiedInterests	3.2	0	2	0
0.5	Rtr5	260	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr5	260	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Rtr5	260	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr5	-1	all	SatisfiedInterests	1822.4	0	1139	0
0.5	Rtr5	-1	all	TimedOutInterests	0	0	0	0
0.5	Rtr6	1	internal://	InInterests	0	0	0	0
0.5	Rtr6	1	internal://	OutInterests	0	0	0	0
0.5	Rtr6	1	internal://	InData	0	0	0	0
0.5	Rtr6	1	internal://	OutData	0	0	0	0
0.5	Rtr6	1	internal://	InNacks	0	0	0	0
0.5	Rtr6	1	internal://	OutNacks	0	0	0	0
0.5	Rtr6	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Rtr6	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Rtr6	1	internal://	OutSatisfiedInterests	3.2	0	2	0
0.5	Rtr6	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	InInterests	7505.6	186.513	4691	116.57
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	OutInterests	0	0	0	0
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	InData	0	0	0	0
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	OutData	4235.2	4456.26	2647	2785.17
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	InNacks	0	0	0	0
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	OutNacks	0	0	0	0
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	InSatisfiedInterests	2480	0	1550	0
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	InTimedOutInterests	0	0	0	0
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	OutSatisfiedInterests	0	0	0	0
0.5	Rtr6	256	netdev://[00:00:00:00:00:0a]	OutTimedOutInterests	0	0	0	0
0.5	Rtr6	258	netdev://[00:00:00:00:00:24]	InInterests	0	0	0	0
0.5	Rtr6	258	netdev://[00:00:00:00:00:24]	OutInterests	1363.2	35.6016	852	22.251
